#academic_year,lea_number,lea_name,school_number,school_name,star_rating,total_earned_points_percent,percentile_rank_elementary,percentile_rank_middle,percentile_rank_high
2018,16,Prince George's,1908,William Wirt Middle,3,46,na,23,na
2018,16,Prince George's,1909,Parkdale High,3,48,na,na,29
2018,16,Prince George's,2003,Seabrook Elementary,4,70,69,na,na
2018,16,Prince George's,2005,Carrollton Elementary,4,62,43,na,na
2018,16,Prince George's,2006,Glenridge Elementary,3,55,26,na,na
2018,16,Prince George's,2007,Woodridge Elementary,4,69,66,na,na
2018,16,Prince George's,2008,Ardmore Elementary,4,63,47,na,na
2018,16,Prince George's,2009,Thomas Johnson Middle,3,51,na,32,na
2018,16,Prince George's,2010,Glenarden Woods Elementary,5,82,95,na,na
2018,16,Prince George's,2011,Charles Carroll Middle,3,51,na,32,na
2018,16,Prince George's,2013,James McHenry Elementary,3,54,25,na,na
2018,16,Prince George's,2014,Lamont Elementary,4,69,66,na,na
2018,16,Prince George's,2016,Robert Frost Elementary,3,58,33,na,na
2018,16,Prince George's,2022,Turning Point Academy Public Charter,4,66,47,83,na
2018,16,Prince George's,2106,Greenbelt Elementary,4,62,43,na,na
2018,16,Prince George's,2107,Hollywood Elementary,4,63,47,na,na
2018,16,Prince George's,2108,Buck Lodge Middle,3,53,na,38,na
2018,16,Prince George's,2109,Berwyn Heights Elementary,4,67,59,na,na
2018,16,Prince George's,2113,Springhill Lake Elementary,3,46,13,na,na
2018,16,Prince George's,2114,Eleanor Roosevelt High,4,66,na,na,63
2018,16,Prince George's,2121,Cherokee Lane Elementary,4,63,48,na,na
2018,16,Prince George's,2122,Magnolia Elementary,4,64,52,na,na
2018,16,Prince George's,2123,Paint Branch Elementary,4,66,57,na,na
2018,16,Prince George's,2141,Greenbelt Middle,3,56,na,48,na
2018,16,Prince George's,2142,College Park Academy,4,60,na,36,na
2018,16,Prince George's,2211,Northwestern Evening/Saturday High,1,24,na,na,3
2018,16,Prince George's,2213,Crossland Evening/Saturday High,1,28,na,na,5
2018,16,Prince George's,2220,Community Based Classrooms,2,30,na,na,6
2018,17,Queen Anne's,101,Sudlersville Middle School,4,73,83,84,na
2018,17,Queen Anne's,106,Sudlersville Elementary School,3,51,20,na,na
2018,17,Queen Anne's,202,Church Hill Elementary School,4,65,53,na,na
2018,17,Queen Anne's,301,Queen Anne's County High School,4,73,na,na,76
2018,17,Queen Anne's,302,Kennard Elementary School,5,78,89,na,na
2018,17,Queen Anne's,303,Centreville Middle School,5,75,na,91,na
2018,17,Queen Anne's,403,Bayside Elementary School,5,75,82,na,na
2018,17,Queen Anne's,404,Stevensville Middle School,4,61,na,61,na
2018,17,Queen Anne's,405,Kent Island High School,4,74,na,na,80
2018,17,Queen Anne's,406,Matapeake Elementary School,5,80,93,na,na
2018,17,Queen Anne's,407,Matapeake Middle School,4,71,na,85,na
2018,17,Queen Anne's,503,Grasonville Elementary School,4,67,60,na,na
2018,18,Saint Mary's,101,Spring Ridge Middle,4,62,na,63,na
2018,18,Saint Mary's,104,Ridge Elementary,4,62,44,na,na
2018,18,Saint Mary's,201,Piney Point Elementary,4,72,76,na,na
2018,18,Saint Mary's,301,Leonardtown Elementary,4,71,73,na,na
2018,18,Saint Mary's,302,Benjamin Banneker Elementary,4,74,81,na,na
2018,18,Saint Mary's,303,Chopticon High,4,66,na,na,62
2018,18,Saint Mary's,305,Leonardtown Middle,4,72,na,85,na
2018,18,Saint Mary's,306,Leonardtown High,5,75,na,na,81
2018,18,Saint Mary's,308,Captain Walter Francis Duke Elementary,4,72,76,na,na
2018,18,Saint Mary's,404,Margaret Brent Middle,3,53,na,38,na
2018,18,Saint Mary's,501,Lettie Marshall Dent Elem,5,77,87,na,na
2018,18,Saint Mary's,503,White Marsh Elementary,5,83,96,na,na
2018,18,Saint Mary's,504,Mechanicsville Elementary,4,68,61,na,na
2018,18,Saint Mary's,602,Oakville Elementary,5,79,92,na,na
2018,18,Saint Mary's,604,Hollywood Elementary,4,66,55,na,na
2018,18,Saint Mary's,606,Evergreen Elementary School,4,74,82,na,na
2018,18,Saint Mary's,702,Dynard Elementary,4,69,65,na,na
2018,18,Saint Mary's,801,Great Mills High,4,61,na,na,52
2018,18,Saint Mary's,803,Green Holly Elementary School,4,66,57,na,na
2018,18,Saint Mary's,804,Lexington Park Elementary,4,69,67,na,na
2018,18,Saint Mary's,805,George Washington Carver Elementary,3,57,30,na,na
2018,18,Saint Mary's,806,Town Creek Elementary,5,79,92,na,na
2018,18,Saint Mary's,807,Esperanza Middle,3,58,na,52,na
2018,18,Saint Mary's,808,Park Hall Elementary,3,54,25,na,na
2018,18,Saint Mary's,810,Greenview Knolls Elementary,4,66,57,na,na
2018,18,Saint Mary's,813,Chesapeake Charter School,4,68,51,88,na
2018,19,Somerset,102,Washington Academy and High School,3,49,na,16,40
2018,19,Somerset,107,Greenwood Elementary School,3,51,19,na,na
2018,19,Somerset,702,Crisfield Academy and High School,4,60,na,51,55
2018,19,Somerset,705,Carter G Woodson Elementary,4,61,39,na,na
2018,19,Somerset,1303,Somerset 6/7 Intermediate School,3,48,na,28,na
2018,19,Somerset,1401,Deal Island School,4,60,38,na,na
2018,20,Talbot,101,Easton High,4,62,na,na,52
2018,20,Talbot,104,Easton Elementary,4,71,70,na,na
2018,20,Talbot,106,Easton Middle,3,52,na,36,na
2018,20,Talbot,202,St. Michaels Middle/High School,4,62,na,47,67
2018,20,Talbot,204,St. Michaels Elementary,4,71,71,na,na
2018,20,Talbot,302,White Marsh Elementary,4,71,71,na,na
2018,20,Talbot,401,Chapel District Elementary,5,78,90,na,na
2018,20,Talbot,501,Tilghman Elementary,5,78,89,na,na
2018,21,Washington,40,Barbara Ingram School for the Arts,5,86,na,na,97
2018,21,Washington,101,Sharpsburg Elementary,4,71,71,na,na
2018,21,Washington,190,Jonathan Hager Elementary,4,64,52,na,na
2018,21,Washington,201,Springfield Middle,4,66,na,74,na
2018,21,Washington,202,Williamsport Elementary,5,75,83,na,na
2018,21,Washington,204,Williamsport High,4,65,na,na,60
2018,21,Washington,301,South Hagerstown High,3,53,na,na,37
2018,21,Washington,302,Emma K. Doub Elementary,4,69,66,na,na
2018,21,Washington,304,E. Russell Hicks Middle,4,61,na,61,na
2018,21,Washington,305,Washington County Technical High,5,80,na,na,92
2018,21,Washington,325,Rockland Woods Elementary,4,72,75,na,na
2018,21,Washington,401,Clear Spring Middle,5,84,na,98,na
2018,21,Washington,402,Clear Spring Elementary,5,75,84,na,na
2018,21,Washington,403,Clear Spring High,4,71,na,na,71
2018,21,Washington,501,Hancock Middle Senior High,4,62,na,50,64
2018,21,Washington,502,Hancock Elementary,4,71,71,na,na
2018,21,Washington,601,Boonsboro High,4,72,na,na,74
2018,21,Washington,602,Boonsboro Middle,5,86,na,99,na
2018,21,Washington,603,Boonsboro Elementary,5,79,90,na,na
2018,21,Washington,701,Smithsburg High,4,74,na,na,80
2018,21,Washington,702,Smithsburg Elementary,4,73,77,na,na
2018,21,Washington,704,Smithsburg Middle,5,78,na,95,na
2018,21,Washington,902,Paramount Elementary,5,79,92,na,na
2018,21,Washington,903,Old Forge Elementary,5,75,83,na,na
2018,21,Washington,1002,Eastern Elementary,4,66,56,na,na
2018,21,Washington,1101,Pleasant Valley Elementary,4,70,68,na,na
2018,21,Washington,1301,Maugansville Elementary,5,76,85,na,na
2018,21,Washington,1401,Cascade Elementary,5,75,83,na,na
2018,21,Washington,1602,Greenbrier Elementary,5,86,98,na,na
2018,21,Washington,1701,Bester Elementary,3,49,17,na,na
2018,21,Washington,1802,Pangborn Elementary,4,64,51,na,na
2018,21,Washington,1805,Potomac Heights Elementary,4,73,80,na,na
2018,21,Washington,2002,Fountain Rock Elementary,5,79,90,na,na
2018,21,Washington,2101,North Hagerstown High,4,66,na,na,64
2018,21,Washington,2102,Northern Middle,3,58,na,53,na
2018,21,Washington,2501,Western Heights Middle,3,53,na,38,na
2018,21,Washington,2503,Salem Avenue Elementary,4,73,78,na,na
2018,21,Washington,2601,Lincolnshire Elementary,3,59,34,na,na
2018,21,Washington,2602,Hickory Elementary,4,61,39,na,na
2018,21,Washington,2701,Fountaindale Elementary,4,72,74,na,na
2018,22,Wicomico,102,Mardela Middle & High,4,70,na,71,79
2018,22,Wicomico,106,Northwestern Elementary,4,73,80,na,na
2018,22,Wicomico,406,Pittsville Elementary & Middle,4,63,32,79,na
2018,22,Wicomico,510,Wicomico Middle,3,53,na,38,na
2018,22,Wicomico,512,East Salisbury Elementary,4,61,40,na,na
2018,22,Wicomico,513,Wicomico High,3,50,na,na,32
2018,22,Wicomico,515,Glen Avenue School,4,62,45,na,na
2018,22,Wicomico,520,Wicomico County Evening High,1,24,na,na,2
2018,22,Wicomico,905,North Salisbury Elementary,4,68,64,na,na
2018,22,Wicomico,906,Pemberton Elementary,4,71,70,na,na
2018,22,Wicomico,910,Salisbury Middle,3,53,na,39,na
2018,22,Wicomico,1103,Delmar Elementary,4,63,47,na,na
2018,22,Wicomico,1305,Pinehurst Elementary,4,67,60,na,na
2018,22,Wicomico,1306,Prince Street School,4,64,49,na,na
2018,22,Wicomico,1307,James M. Bennett High,3,55,na,na,38
2018,22,Wicomico,1308,Bennett Middle,3,55,na,45,na
2018,22,Wicomico,1309,Parkside High,3,57,na,na,42
2018,22,Wicomico,1502,Westside Intermediate,4,68,64,na,na
2018,22,Wicomico,1602,Fruitland Intermediate,4,66,55,na,na
2018,23,Worcester,107,Pocomoke High,4,61,na,na,51
2018,23,Worcester,108,Pocomoke Middle,4,64,57,63,na
2018,23,Worcester,207,Snow Hill High,4,73,na,na,77
2018,23,Worcester,208,Snow Hill Middle,4,64,38,78,na
2018,23,Worcester,308,Stephen Decatur Middle,4,63,na,67,na
2018,23,Worcester,310,Stephen Decatur High,4,68,na,na,67
2018,23,Worcester,311,Berlin Intermediate,4,65,54,na,na
2018,23,Worcester,901,Buckingham Elementary,4,63,48,na,na
2018,23,Worcester,1001,Ocean City Elementary,4,73,78,na,na
2018,30,Baltimore City,4,Steuart Hill Academic Academy,3,52,21,na,na
2018,30,Baltimore City,7,Cecil Elementary,2,42,10,na,na
2018,30,Baltimore City,8,City Springs Elementary,3,46,12,28,na
2018,30,Baltimore City,10,James McHenry Elementary,2,37,1,24,na
2018,30,Baltimore City,11,Eutaw-Marshburn Elementary,1,21,1,na,na
2018,30,Baltimore City,12,Lakeland Elementary/Middle,4,63,36,72,na
2018,30,Baltimore City,13,Tench Tilghman Elementary,4,62,34,72,na
2018,30,Baltimore City,15,Stadium School,3,50,na,31,na
2018,30,Baltimore City,16,Johnston Square Elementary,2,34,3,na,na
2018,30,Baltimore City,21,Hilton Elementary,2,35,4,na,na
2018,30,Baltimore City,22,George Washington Elementary,2,43,11,na,na
2018,30,Baltimore City,23,Wolfe Street Academy,4,68,62,na,na
2018,30,Baltimore City,27,Commodore John Rogers Elementary,2,42,8,19,na
2018,30,Baltimore City,28,William Pinderhughes Elementary,1,28,0,14,na
2018,30,Baltimore City,29,Matthew A. Henson Elementary,1,29,2,na,na
2018,30,Baltimore City,31,Coldstream Park Elementary,2,30,2,4,na
2018,30,Baltimore City,34,Charles Carroll Barrister Elementary,4,63,47,na,na
2018,30,Baltimore City,35,Harlem Park Elementary,1,18,0,2,na
2018,30,Baltimore City,37,Harford Heights Elementary,2,39,6,na,na
2018,30,Baltimore City,39,Dallas F. Nicholas Sr. Elementary,2,42,9,na,na
2018,30,Baltimore City,44,Montebello Elementary,2,37,3,16,na
2018,30,Baltimore City,45,Federal Hill Preparatory School,4,69,65,na,na
2018,30,Baltimore City,47,Hampstead Hill Academy,5,79,89,96,na
2018,30,Baltimore City,50,Abbottston Elementary,4,61,41,na,na
2018,30,Baltimore City,51,Waverly Elementary,2,37,4,11,na
2018,30,Baltimore City,53,Margaret Brent Elementary,3,48,18,21,na
2018,30,Baltimore City,54,Barclay Elementary/Middle,2,32,2,9,na
2018,30,Baltimore City,55,Hampden,3,56,30,45,na
2018,30,Baltimore City,58,Dr. Nathan A. Pitts-Ashburton Elementary/Middle,1,23,0,5,na
2018,30,Baltimore City,60,Gwynns Falls Elementary,2,41,8,na,na
2018,30,Baltimore City,61,Dorothy I. Height Elementary School,2,39,7,na,na
2018,30,Baltimore City,62,Edgecombe Circle Elementary,2,38,5,na,na
2018,30,Baltimore City,63,Rosemont Elementary,2,42,12,10,na
2018,30,Baltimore City,64,Liberty Elementary,2,42,10,na,na
2018,30,Baltimore City,66,Mount Royal Elementary/Middle,2,43,14,14,na
2018,30,Baltimore City,67,Edgewood Elementary,2,42,9,na,na
2018,30,Baltimore City,73,Sarah M. Roach Elementary,3,49,18,na,na
2018,30,Baltimore City,75,Calverton,1,16,0,1,na
2018,30,Baltimore City,76,Francis Scott Key Elementary/Middle,3,57,37,40,na
2018,30,Baltimore City,81,North Bend Elementary,3,52,22,34,na
2018,30,Baltimore City,83,William Paca Elementary,2,38,5,na,na
2018,30,Baltimore City,84,Thomas Johnson Elementary,3,59,60,33,na
2018,30,Baltimore City,85,Fort Worthington Elementary,2,32,2,7,na
2018,30,Baltimore City,87,Windsor Hills Elementary,2,38,2,19,na
2018,30,Baltimore City,88,Lyndhurst Elementary,2,42,9,na,na
2018,30,Baltimore City,89,Rognel Heights Elementary/Middle,2,34,1,24,na
2018,30,Baltimore City,95,Franklin Square Elementary,3,47,18,18,na
2018,30,Baltimore City,97,Collington Square Elementary,2,36,4,8,na
2018,30,Baltimore City,105,Moravia Park,3,49,17,na,na
2018,30,Baltimore City,107,Gilmor Elementary,2,42,9,na,na
2018,30,Baltimore City,122,The Historic Samuel Coleridge-Taylor Elementary,2,39,6,na,na
2018,30,Baltimore City,124,Bay-Brook Elementary,2,37,3,15,na
2018,30,Baltimore City,125,Furman Templeton Preparatory Academy,2,40,8,na,na
2018,30,Baltimore City,130,Booker T. Washington Middle,1,17,na,1,na
2018,30,Baltimore City,134,Walter P. Carter Elementary,3,45,6,32,na
2018,30,Baltimore City,142,Robert W. Coleman Elementary,2,32,3,na,na
2018,30,Baltimore City,144,James Mosher Elementary,2,37,5,na,na
2018,30,Baltimore City,145,Alexander Hamilton Elementary,1,28,1,na,na
2018,30,Baltimore City,150,Mary Ann Winterling Elementary at Bentalou,2,39,7,na,na
2018,30,Baltimore City,159,Cherry Hill Elementary/Middle,2,32,1,9,na
2018,30,Baltimore City,160,Dr. Carter Godwin Woodson,2,32,2,6,na
2018,30,Baltimore City,164,Arundel Elementary/Middle,1,29,1,7,na
2018,30,Baltimore City,178,Excel Academy @ Francis M. Wood High,1,19,na,na,1
2018,30,Baltimore City,201,Dickey Hill Elementary/Middle,3,49,15,31,na
2018,30,Baltimore City,203,Maree Garnett Farring Elementary,2,44,19,10,na
2018,30,Baltimore City,204,Mary E. Rodman Elementary,3,59,34,na,na
2018,30,Baltimore City,205,Woodhome Elementary/Middle,3,55,30,36,na
2018,30,Baltimore City,206,Furley Elementary,3,49,17,na,na
2018,30,Baltimore City,207,Curtis Bay Elementary,2,37,4,12,na
2018,30,Baltimore City,210,Hazelwood Elementary/Middle,2,39,3,22,na
2018,30,Baltimore City,211,Gardenville Elementary,2,43,11,na,na
2018,30,Baltimore City,212,Garrett Heights Elementary,2,38,4,13,na
2018,30,Baltimore City,213,Govans Elementary,3,49,17,na,na
2018,30,Baltimore City,214,Guilford Elementary/Middle,2,37,9,6,na
2018,30,Baltimore City,215,Highlandtown Elementary #215,3,53,33,26,na
2018,30,Baltimore City,217,Belmont Elementary,3,52,21,na,na
2018,30,Baltimore City,219,Yorkwood Elementary,4,64,50,na,na
2018,30,Baltimore City,220,Morrell Park Elementary/Middle,3,50,50,8,na
2018,30,Baltimore City,221,The Mount Washington School,3,57,41,34,na
2018,30,Baltimore City,223,Pimlico Elementary,1,20,0,2,na
2018,30,Baltimore City,224,Grove Park Elementary,1,23,0,3,na
2018,30,Baltimore City,225,Westport Academy,2,36,2,16,na
2018,30,Baltimore City,226,Violetville Elementary/Middle,3,52,31,23,na
2018,30,Baltimore City,228,John Ruhrah Elementary,3,53,21,46,na
2018,30,Baltimore City,229,Holabird Elementary,3,45,11,25,na
2018,30,Baltimore City,231,Brehms Lane Public Charter School,2,39,7,na,na
2018,30,Baltimore City,232,Thomas Jefferson Elementary,2,43,12,17,na
2018,30,Baltimore City,233,Roland Park Elementary/Middle,4,69,81,65,na
2018,30,Baltimore City,234,Arlington Elementary/Middle,2,42,11,13,na
2018,30,Baltimore City,235,Glenmount Elementary/Middle,3,58,38,44,na
2018,30,Baltimore City,236,Hamilton Elementary/Middle,4,63,30,80,na
2018,30,Baltimore City,237,Highlandtown Elementary #237,3,48,16,29,na
2018,30,Baltimore City,239,Benjamin Franklin High School at Masonville Cove,2,37,na,na,12
2018,30,Baltimore City,240,Graceland Park/O'Donnel Heights Elementary,3,53,29,30,na
2018,30,Baltimore City,241,Fallstaff Elementary,2,42,11,14,na
2018,30,Baltimore City,242,Northwood Elementary,3,52,21,na,na
2018,30,Baltimore City,243,Armistead Gardens Elementary,3,45,11,22,na
2018,30,Baltimore City,245,Leith Walk Elementary,3,51,17,37,na
2018,30,Baltimore City,246,Beechfield Elementary,2,43,24,4,na
2018,30,Baltimore City,247,Cross Country Elementary,2,43,7,23,na
2018,30,Baltimore City,248,Sinclair Lane Elementary,2,41,8,na,na
2018,30,Baltimore City,249,Medfield Heights Elementary,4,69,66,na,na
2018,30,Baltimore City,250,"Dr. Bernard Harris, Sr. Elementary",2,38,5,na,na
2018,30,Baltimore City,251,Callaway Elementary,3,47,15,na,na
2018,30,Baltimore City,254,"Dr. Martin Luther King, Jr. Elementary",2,35,2,17,na
2018,30,Baltimore City,256,Calvin M. Rodwell Elementary,4,60,38,na,na
2018,30,Baltimore City,260,Frederick Elementary,2,38,5,na,na
2018,30,Baltimore City,261,Lockerman Bundy Elementary,1,26,1,na,na
2018,30,Baltimore City,262,Empowerment Academy,4,66,59,71,na
2018,30,Baltimore City,314,Sharp-Leadenhall Elementary,2,36,4,na,na
2018,30,Baltimore City,321,Midtown Academy,4,71,86,70,na
2018,30,Baltimore City,322,New Song Academy,3,48,14,29,na
2018,30,Baltimore City,323,The Crossroads School,3,52,na,34,na
2018,30,Baltimore City,325,ConneXions: A  Community Based Arts School,2,30,na,2,10
2018,30,Baltimore City,326,City Neighbors Charter School,4,66,49,77,na
2018,30,Baltimore City,327,Patterson Park Public Charter School,4,63,72,39,na
2018,30,Baltimore City,328,Southwest Baltimore Charter School,3,52,16,49,na
2018,30,Baltimore City,330,Northwood Appold Community Academy,1,27,1,na,na
2018,30,Baltimore City,332,The Green School,4,66,57,na,na
2018,30,Baltimore City,333,Independence School Local I,2,38,na,na,13
2018,30,Baltimore City,335,Baltimore International Academy,3,56,21,62,na
2018,30,Baltimore City,336,Baltimore Montessori Public Charter School,3,57,22,61,na
2018,30,Baltimore City,337,Afya Public Charter School,2,38,na,10,na
2018,30,Baltimore City,339,Friendship Academy of Engineering and Technology,1,28,na,1,14
2018,30,Baltimore City,341,The Reach! Partnership School,2,35,na,na,11
2018,30,Baltimore City,342,K.A.S.A. (Knowledge And Success Academy),1,21,na,0,4
2018,30,Baltimore City,345,Joseph C. Briscoe Academy,1,23,na,2,na
2018,30,Baltimore City,346,City Neighbors Hamilton,3,50,8,57,na
2018,30,Baltimore City,347,KIPP Academy,2,38,3,18,na
2018,30,Baltimore City,348,Baltimore Leadership School for Young Women,3,49,na,12,41
2018,30,Baltimore City,349,N.A.C.A. Freedom and Democracy Academy II,2,36,na,6,15
2018,30,Baltimore City,357,Banneker Blake Academy for Arts and Sciences,2,40,na,13,na
2018,30,Baltimore City,362,Bard High School Early College,4,65,na,na,60
2018,30,Baltimore City,364,Bluford Drew Jemison STEM Academy West,1,26,na,0,13
2018,30,Baltimore City,368,Elmer A. Henderson: Johns Hopkins Partner School,3,54,19,55,na
2018,30,Baltimore City,371,Lillie May Carroll Jackson School,2,43,1,57,na
2018,30,Baltimore City,373,Tunbridge Public Charter School,4,71,60,93,na
2018,30,Baltimore City,374,Vanguard Collegiate Middle School,2,32,na,5,na
2018,30,Baltimore City,375,Baltimore Collegiate School for Boys,2,41,3,28,na
2018,30,Baltimore City,376,City Neighbors High School,3,46,na,na,24
2018,30,Baltimore City,377,Green Street Academy,2,43,na,8,31
2018,30,Baltimore City,379,Roots and Branches School,1,12,0,na,na
2018,30,Baltimore City,381,Monarch Academy Public Charter School,2,30,3,4,na
2018,30,Baltimore City,382,Baltimore Design School,3,46,na,11,35
2018,30,Baltimore City,384,Creative City Public Charter School,1,21,0,na,na
2018,30,Baltimore City,400,Edmondson-Westside High,3,45,na,na,22
2018,30,Baltimore City,403,Baltimore Polytechnic Institute,5,78,na,na,87
2018,30,Baltimore City,405,Patterson High,2,34,na,na,9
2018,30,Baltimore City,406,Forest Park High,2,35,na,na,10
2018,30,Baltimore City,407,Western High,3,58,na,na,43
2018,30,Baltimore City,410,Mergenthaler Vocational-Technical High,3,45,na,na,22
2018,30,Baltimore City,413,Achievement Academy @ Harbor City High,1,24,na,na,2
2018,30,Baltimore City,414,Paul Laurence Dunbar High,3,46,na,na,25
2018,30,Baltimore City,415,Baltimore School for the Arts,5,77,na,na,84
2018,30,Baltimore City,416,Digital Harbor High School,2,41,na,na,17
2018,30,Baltimore City,419,Reginald F. Lewis High School,2,30,na,na,6
2018,30,Baltimore City,421,National Academy Foundation,2,32,na,3,12
2018,30,Baltimore City,422,New Era Academy,1,26,na,0,11
2018,30,Baltimore City,427,Academy for College and Career Exploration,1,24,na,0,7
2018,30,Baltimore City,429,Vivien T. Thomas Medical Arts Academy,2,40,na,na,15
2018,30,Baltimore City,430,Augusta Fells Savage Institute of Visual Arts,2,33,na,na,7
2018,30,Baltimore City,432,Coppin Academy,2,44,na,na,19
2018,30,Baltimore City,433,Renaissance Academy,2,30,na,na,5
2018,30,Baltimore City,450,Frederick Douglass High,2,33,na,na,8
2018,30,Baltimore City,454,Carver Vocational-Technical High,2,43,na,na,18
2018,30,Baltimore City,480,Baltimore City College,4,70,na,na,70
2018,32,SEED,1000,The Seed School of Maryland,2,42,na,8,29
